# Copyright (c) 1966-2016 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2016-10-12
# This file provides links between the genes in OMIM and other gene identifiers.
# THIS IS NOT A TABLE OF GENE-PHENOTYPE RELATIONSHIPS.
# MIM Number	MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq)	Entrez Gene ID (NCBI)	Approved Gene Symbol (HGNC)	Ensembl Gene ID (Ensembl)
115645	predominantly phenotypes			
115650	phenotype	1483	CTAA1	
115660	phenotype	878	CCA1	
115665	phenotype	7792	CCV	
115700	phenotype			
115800	phenotype	101867602		
115900	phenotype			
116100	phenotype			
116150	moved/removed			
116200	phenotype			
116300	phenotype			
116400	phenotype			
116600	phenotype			
116700	phenotype			
116790	gene/phenotype	1312	COMT	ENSG00000093010,ENST00000406520
116800	phenotype			
116805	gene	1495	CTNNA1	ENSG00000044115,ENST00000302763
116806	gene	1499	CTNNB1	ENSG00000168036,ENST00000349496
116810	gene	1508	CTSB	ENSG00000164733,ENST00000353047
116820	gene	1512	CTSH	ENSG00000103811,ENST00000220166
116830	gene	1511	CTSG	ENSG00000100448,ENST00000216336
116831	gene	2999	GZMH	ENSG00000100450,ENST00000216338
116840	gene	1509	CTSD	ENSG00000117984,ENST00000236671
116845	gene	1520	CTSS	ENSG00000163131,ENST00000368985
116850	predominantly phenotypes			
116860	phenotype			
116870	predominantly phenotypes			
116880	gene	1514	CTSL	ENSG00000135047,ENST00000343150
116890	gene	1510	CTSE	ENSG00000196188,ENST00000358184
116896	gene	1523	CUX1	ENSG00000257923,ENST00000292538
116897	gene	1050	CEBPA	ENSG00000245848,ENST00000498907
116898	gene	1052	CEBPD	ENSG00000221869,ENST00000408965
116899	gene	1026	CDKN1A	ENSG00000124762,ENST00000244741
116900	gene	1163	CKS1B	ENSG00000173207,ENST00000308987
116901	gene	1164	CKS2	ENSG00000123975,ENST00000314355
116920	phenotype			
116930	gene	4684	NCAM1	ENSG00000149294,ENST00000316851
116935	moved/removed			
116940	gene	983	CDK1	ENSG00000170312,ENST00000395284
116945	gene	4171	MCM2	ENSG00000073111,ENST00000265056
116946	gene	996	CDC27	ENSG00000004897,ENST00000066544
116947	gene	993	CDC25A	ENSG00000164045,ENST00000302506
116948	gene	997	CDC34	ENSG00000099804,ENST00000215574
116949	gene	994	CDC25B	ENSG00000101224,ENST00000467519
116950	predominantly phenotypes	169	AF8T	
116951	gene	728642	CDK11A	ENSG00000008128,ENST00000404249
116952	gene	998	CDC42	ENSG00000070831,ENST00000344548
116953	gene	1017	CDK2	ENSG00000123374,ENST00000266970
116954	moved/removed			
116955	gene	7555	CNBP	ENSG00000169714,ENST00000422453
116957	gene	5933	RBL1	ENSG00000080839,ENST00000373664
116960	gene	10934	MORF4	
117000	phenotype			
117100	phenotype	100379198		
117139	gene	1058	CENPA	ENSG00000115163,ENST00000335756
117140	gene	1059	CENPB	ENSG00000125817,ENST00000379751
117141	gene	1060	CENPC	ENSG00000145241,ENST00000273853
117142	gene			
117143	gene	1062	CENPE	ENSG00000138778,ENST00000380026
117200	moved/removed			
117210	phenotype			
117300	phenotype			
117340	gene	1039	CDR2	ENSG00000140743,ENST00000268383
117350	moved/removed			
117360	phenotype			
117400	moved/removed			
117550	phenotype			
117600	predominantly phenotypes			
117650	phenotype			
117700	gene	1356	CP	ENSG00000047457,ENST00000264613
117800	phenotype			
117850	predominantly phenotypes			
117900	predominantly phenotypes			
118000	predominantly phenotypes			
118005	predominantly phenotypes			
118100	phenotype			
118150	moved/removed			
118190	gene	3329	HSPD1	ENSG00000144381,ENST00000388968
118200	phenotype			
118210	phenotype			
118220	phenotype			
118230	predominantly phenotypes			
118300	phenotype			
118301	predominantly phenotypes			
118330	predominantly phenotypes			
118350	predominantly phenotypes			
118400	phenotype			
118420	phenotype			
118423	gene	1123	CHN1	ENSG00000128656,ENST00000409900
118425	gene	1180	CLCN1	ENSG00000188037,ENST00000343257
118430	predominantly phenotypes			
118440	gene	885	CCK	ENSG00000187094,ENST00000334681
118444	gene	886	CCKAR	ENSG00000163394,ENST00000295589
118445	gene	887	CCKBR	ENSG00000110148,ENST00000334619
118450	phenotype			
118455	gene	1581	CYP7A1	ENSG00000167910,ENST00000301645
118457	gene			
118470	gene	1071	CETP	ENSG00000087237,ENST00000200676
118480	moved/removed			
118485	gene	1583	CYP11A1	ENSG00000140459,ENST00000268053
118490	gene	1103	CHAT	ENSG00000070748,ENST00000337653
118491	gene	1119	CHKA	ENSG00000110721,ENST00000265689
118493	gene	1129	CHRM2	ENSG00000181072,ENST00000445907
118494	gene	1131	CHRM3	ENSG00000133019,ENST00000255380
118495	gene	1132	CHRM4	ENSG00000180720,ENST00000433765
118496	gene	1133	CHRM5	ENSG00000184984,ENST00000383263
118502	gene	1135	CHRNA2	ENSG00000120903,ENST00000407991
118503	gene	1136	CHRNA3	ENSG00000080644,ENST00000326828
118504	gene	1137	CHRNA4	ENSG00000101204,ENST00000370263
118505	gene	1138	CHRNA5	ENSG00000169684,ENST00000299565
118507	gene	1141	CHRNB2	ENSG00000160716,ENST00000368476
118508	gene	1142	CHRNB3	ENSG00000147432,ENST00000289957
118509	gene	1143	CHRNB4	ENSG00000117971,ENST00000261751
118510	gene	1128	CHRM1	ENSG00000168539,ENST00000306960
118511	gene	1139	CHRNA7	ENSG00000175344,ENST00000306901
118600	phenotype			
118610	predominantly phenotypes			
118650	predominantly phenotypes			
118651	phenotype			
118661	gene	1462	VCAN	ENSG00000038427,ENST00000265077
118670	predominantly phenotypes			
118700	phenotype			
118750	predominantly phenotypes			
118800	phenotype			
118820	gene	1443	CSH2	ENSG00000213218,ENST00000392886
118825	gene	1122	CHML	ENSG00000203668,ENST00000366553
118830	phenotype			
118840	phenotype	1125	CHR	
118850	gene	1081	CGA	ENSG00000135346,ENST00000627148
118860	gene	1082	CGB3	ENSG00000104827,ENST00000357383
118865	predominantly phenotypes			
118870	gene	4805	NHCP1	
118880	gene			
118888	gene	1506	CTRL	ENSG00000141086,ENST00000574481
118890	gene	1504	CTRB1	ENSG00000168925,ENST00000361017
118900	predominantly phenotypes			
118910	gene	1113	CHGA	ENSG00000100604,ENST00000216492
118920	gene	1114	CHGB	ENSG00000089199,ENST00000378961
118930	gene	7857	SCG2	ENSG00000171951,ENST00000305409
118938	gene	1215	CMA1	ENSG00000092009,ENST00000250378
118940	moved/removed			
118943	predominantly phenotypes	643160	CYMP	ENSG00000240194,ENST00000474680
118945	gene	1270	CNTF	ENSG00000242689,ENST00000361987
118946	gene	1271	CNTFR	ENSG00000122756,ENST00000378980
118950	gene	1431	CS	ENSG00000062485,ENST00000351328
118953	moved/removed			
118955	gene	1213	CLTC	ENSG00000141367,ENST00000269122
118960	gene	1211	CLTA	ENSG00000122705,ENST00000242285
118970	gene	1212	CLTB	ENSG00000175416,ENST00000310418
118980	predominantly phenotypes			
118990	gene	6744	SSFA2	ENSG00000138434,ENST00000431877
119000	phenotype			
119100	phenotype	791121		
119300	phenotype			
119500	phenotype			
119530	phenotype	4963	OFC1	
119540	phenotype			
119550	phenotype			
119570	predominantly phenotypes			
119580	phenotype			
119600	phenotype			
119650	predominantly phenotypes			
119800	phenotype			
119900	phenotype			
119915	phenotype			
120000	predominantly phenotypes			
120040	predominantly phenotypes			
120050	phenotype	1526	CXB3S	
120070	gene	1285	COL4A3	ENSG00000169031,ENST00000396578
120080	phenotype			
120090	gene	1284	COL4A2	ENSG00000134871,ENST00000360467
120100	phenotype			
120105	gene	1208	CLPS	ENSG00000137392,ENST00000259938
120110	gene	1300	COL10A1	ENSG00000123500,ENST00000327673
120120	gene	1294	COL7A1	ENSG00000114270,ENST00000328333
120130	gene	1282	COL4A1	ENSG00000187498,ENST00000375820
120131	gene	1286	COL4A4	ENSG00000081052,ENST00000396625
120140	gene/phenotype	1280	COL2A1	ENSG00000139219,ENST00000380518
120150	gene/phenotype	1277	COL1A1	ENSG00000108821,ENST00000225964
120160	gene	1278	COL1A2	ENSG00000164692,ENST00000297268
120165	gene	1310	COL19A1	ENSG00000082293,ENST00000620364
120170	gene			
120180	gene	1281	COL3A1	ENSG00000168542,ENST00000304636
120190	gene	1290	COL5A2	ENSG00000204262,ENST00000374866
120200	phenotype			
120210	gene	1297	COL9A1	ENSG00000112280,ENST00000357250
120215	gene	1289	COL5A1	ENSG00000130635,ENST00000371817
120216	gene	50509	COL5A3	ENSG00000080573,ENST00000264828
120220	gene	1291	COL6A1	ENSG00000142156,ENST00000361866
120240	gene	1292	COL6A2	ENSG00000142173,ENST00000300527
120250	gene	1293	COL6A3	ENSG00000163359,ENST00000295550
120251	gene	1295	COL8A1	ENSG00000144810,ENST00000261037
120252	gene	1296	COL8A2	ENSG00000171812,ENST00000397799
120260	gene	1298	COL9A2	ENSG00000049089,ENST00000372748
120270	gene	1299	COL9A3	ENSG00000092758,ENST00000343916
120280	gene	1301	COL11A1	ENSG00000060718,ENST00000370096
120290	gene	1302	COL11A2	ENSG00000206290,ENST00000383219
120300	phenotype			
120310	moved/removed			
120320	gene	1303	COL12A1	ENSG00000111799,ENST00000322507
120321	moved/removed			
120324	gene	7373	COL14A1	ENSG00000187955,ENST00000297848
120325	gene	1306	COL15A1	ENSG00000204291,ENST00000375001
120326	gene	1307	COL16A1	ENSG00000084636,ENST00000373672
120327	moved/removed			
120328	gene	80781	COL18A1	ENSG00000182871,ENST00000355480
120330	phenotype			
120340	gene	1279	COL1AR	
120350	gene	1305	COL13A1	ENSG00000197467,ENST00000398978
120353	gene	4312	MMP1	ENSG00000196611,ENST00000315274
120355	gene	4317	MMP8	ENSG00000118113,ENST00000236826
120360	gene	4313	MMP2	ENSG00000087245,ENST00000219070
120361	gene	4318	MMP9	ENSG00000100985,ENST00000372330
120400	predominantly phenotypes			
120420	gene	1435	CSF1	ENSG00000184371,ENST00000329608
120430	phenotype			
120433	phenotype			
120435	phenotype			
120436	gene	4292	MLH1	ENSG00000076242,ENST00000231790
120440	predominantly phenotypes			
120450	phenotype			
120460	moved/removed			
120470	gene	1630	DCC	ENSG00000187323,ENST00000442544
120500	predominantly phenotypes			
120502	phenotype	64585		
120520	gene	4311	MME	ENSG00000196549,ENST00000460393
120550	gene	712	C1QA	ENSG00000173372,ENST00000374642
120560	gene			
120570	gene	713	C1QB	ENSG00000173369,ENST00000509305
120575	gene	714	C1QC	ENSG00000159189,ENST00000374639
120577	gene	22918	CD93	ENSG00000125810,ENST00000246006
120580	gene	716	C1S	ENSG00000182326,ENST00000406697
120620	gene	1378	CR1	ENSG00000203710,ENST00000400960
120650	gene	1380	CR2	ENSG00000117322,ENST00000367058
120700	gene	718	C3	ENSG00000125730,ENST00000245907
120790	phenotype			
120810	gene	720	C4A	ENSG00000206340,ENST00000383325
120820	gene	721	C4B	ENSG00000236625,ENST00000449788
120830	gene	722	C4BPA	ENSG00000123838,ENST00000367070
120831	gene	725	C4BPB	ENSG00000123843,ENST00000243611
120832	moved/removed			
120900	gene	727	C5	ENSG00000106804,ENST00000223642
120920	gene	4179	CD46	ENSG00000117335,ENST00000358170
120930	gene	733	C8G	ENSG00000176919,ENST00000484376
120940	gene	735	C9	ENSG00000113600,ENST00000263408
120950	gene	731	C8A	ENSG00000157131,ENST00000361249
120960	gene	732	C8B	ENSG00000021852,ENST00000371237
120970	phenotype			
120980	gene	3684	ITGAM	ENSG00000169896,ENST00000544665
121000	moved/removed			
121009	gene	1490	CTGF	ENSG00000118523,ENST00000367976
121010	gene	5473	PPBP	ENSG00000163736,ENST00000296028
121011	gene	2706	GJB2	ENSG00000165474,ENST00000382848
121012	gene	2701	GJA4	ENSG00000187513,ENST00000342280
121013	gene	2702	GJA5	ENSG00000265107,ENST00000579774
121014	gene	2697	GJA1	ENSG00000152661,ENST00000282561
121015	gene	2700	GJA3	ENSG00000121743,ENST00000241125
121020	moved/removed			
121050	phenotype			
121070	predominantly phenotypes			
121200	phenotype			
121201	phenotype			
121210	phenotype	2233	FEB1	
121250	moved/removed			
121270	predominantly phenotypes			
121300	phenotype			
121350	predominantly phenotypes			
121360	gene	865	CBFB	ENSG00000067955,ENST00000290858
121390	phenotype			
121400	phenotype	1255	CNA1	
121450	predominantly phenotypes			
121700	moved/removed			
121800	phenotype			
121820	phenotype			
121850	phenotype			
121900	phenotype			
122000	phenotype			
122100	phenotype			
122200	phenotype			
122400	phenotype			
122430	predominantly phenotypes			
122440	predominantly phenotypes			
122450	phenotype			
122455	predominantly phenotypes			
122460	phenotype	3063	HCVS	
122470	phenotype			
122480	moved/removed			
122500	gene	866	SERPINA6	ENSG00000170099,ENST00000341584
122550	predominantly phenotypes	7944		
122559	gene	1393	CRHBP	ENSG00000145708,ENST00000274368
122560	gene	1392	CRH	ENSG00000147571,ENST00000276571
122561	gene	1394	CRHR1	ENSG00000282456,ENST00000631500
122580	predominantly phenotypes			
122600	phenotype			
122700	phenotype			
122720	gene/phenotype	1548	CYP2A6	ENSG00000255974,ENST00000301141
122750	phenotype			
122780	predominantly phenotypes			
122850	predominantly phenotypes			
122860	phenotype			
122880	phenotype			
122900	predominantly phenotypes			
122920	moved/removed			
123000	phenotype			
123050	predominantly phenotypes			
123100	phenotype			
123101	gene	4488	MSX2	ENSG00000120149,ENST00000239243
123150	phenotype			
123155	phenotype			
123260	gene	1401	CRP	ENSG00000132693,ENST00000255030
123270	predominantly phenotypes	1156	CKBE	
123280	gene	1152	CKB	ENSG00000166165,ENST00000348956
123290	gene	1159	CKMT1B	ENSG00000237289,ENST00000441322
123295	gene	1160	CKMT2	ENSG00000131730,ENST00000254035
123310	gene	1158	CKM	ENSG00000104879,ENST00000221476
123320	phenotype			
123400	phenotype			
123450	phenotype			
123500	phenotype			
123540	predominantly phenotypes			
123550	phenotype			
123555	moved/removed			
123557	predominantly phenotypes			
123560	predominantly phenotypes			
123570	phenotype			
123580	gene	1409	CRYAA	ENSG00000160202,ENST00000291554
123590	gene	1410	CRYAB	ENSG00000109846,ENST00000526180
123610	gene	1411	CRYBA1	ENSG00000108255,ENST00000225387
123620	gene	1415	CRYBB2	ENSG00000244752,ENST00000398215
123630	gene	1417	CRYBB3	ENSG00000100053,ENST00000215855
123631	gene	1413	CRYBA4	ENSG00000196431,ENST00000354760
123660	gene	1418	CRYGA	ENSG00000168582,ENST00000304502
123670	gene	1419	CRYGB	ENSG00000182187,ENST00000260988
123680	gene	1420	CRYGC	ENSG00000163254,ENST00000282141
123690	gene	1421	CRYGD	ENSG00000118231,ENST00000264376
123691	gene	1429	CRYZ	ENSG00000116791,ENST00000340866
123695	gene	5130	PCYT1A	ENSG00000161217,ENST00000292823
123700	phenotype			
123710	moved/removed			
123720	moved/removed			
123730	gene	1427	CRYGS	ENSG00000213139,ENST00000392499
123740	gene	1428	CRYM	ENSG00000103316,ENST00000219599
123790	phenotype			
123803	gene	466	ATF1	ENSG00000123268,ENST00000262053
123805	gene	5139	PDE3A	ENSG00000172572,ENST00000359062
123810	gene	1385	CREB1	ENSG00000118260,ENST00000432329
123811	gene	1386	ATF2	ENSG00000115966,ENST00000264110
123812	gene	1390	CREM	ENSG00000095794,ENST00000345491
123825	gene	1259	CNGA1	ENSG00000198515,ENST00000402813
123828	gene	1018	CDK3	ENSG00000261408,ENST00000567351
123829	gene	1019	CDK4	ENSG00000135446,ENST00000257904
123830	gene	1267	CNP	ENSG00000173786,ENST00000393892
123831	gene	1020	CDK5	ENSG00000164885,ENST00000485972
123832	gene	1033	CDKN3	ENSG00000100526,ENST00000335183
123833	gene	894	CCND2	ENSG00000118971,ENST00000261254
123834	gene	896	CCND3	ENSG00000112576,ENST00000372991
123835	gene	890	CCNA2	ENSG00000145386,ENST00000274026
123836	gene	891	CCNB1	ENSG00000134057,ENST00000256442
123837	gene	898	CCNE1	ENSG00000105173,ENST00000262643
123838	gene	892	CCNC	ENSG00000112237,ENST00000520429
123839	moved/removed			
123840	gene	5478	PPIA	ENSG00000196262,ENST00000468812
123841	gene	5479	PPIB	ENSG00000166794,ENST00000300026
123842	gene	5480	PPIC	ENSG00000168938,ENST00000306442
123850	moved/removed			
123853	predominantly phenotypes			
123855	gene	1469	CST1	ENSG00000170373,ENST00000304749
123856	gene	1470	CST2	ENSG00000170369,ENST00000304725
123857	gene	1472	CST4	ENSG00000101441,ENST00000217423
123858	gene	1473	CST5	ENSG00000170367,ENST00000304710
123859	gene	833	CARS	ENSG00000278191,ENST00000633248
123860	gene	1503	CTPS1	ENSG00000171793,ENST00000372621
123864	gene	1327	COX4I1	ENSG00000131143,ENST00000253452
123866	gene	1329	COX5B	ENSG00000135940,ENST00000258424
123870	gene	1351	COX8A	ENSG00000176340,ENST00000314133
123875	gene	1396	CRIP1	ENSG00000213145,ENST00000409393
123876	gene	1465	CSRP1	ENSG00000159176,ENST00000367306
123880	predominantly phenotypes			
123885	gene	6279	S100A8	ENSG00000143546,ENST00000368733
123886	gene	6280	S100A9	ENSG00000163220,ENST00000368738
123889	gene	3588	IL10RB	ENSG00000243646,ENST00000290200
123890	gene	1493	CTLA4	ENSG00000163599,ENST00000302823
123900	gene	7430	EZR	ENSG00000092820,ENST00000367075
123910	gene	3002	GZMB	ENSG00000100453,ENST00000216341
123920	gene	978	CDA	ENSG00000158825,ENST00000375071
123930	gene	1555	CYP2B6	ENSG00000197408,ENST00000324071
123940	gene	3851	KRT4	ENSG00000170477,ENST00000551956
123950	moved/removed			
123960	moved/removed			
123970	gene	54205	CYCS	ENSG00000172115,ENST00000305786
123980	gene	1537	CYC1	ENSG00000179091,ENST00000318911
123995	gene	1346	COX7A1	ENSG00000161281,ENST00000292907
123996	gene	1347	COX7A2	ENSG00000112695,ENST00000459637
123997	predominantly phenotypes	1348	COX7A2P2	
124000	phenotype			
124010	gene	1576	CYP3A4	ENSG00000160868,ENST00000336411
124015	gene	5447	POR	ENSG00000127948,ENST00000461988
124020	gene	1557	CYP2C19	ENSG00000165841,ENST00000371321
124030	gene	1565	CYP2D6	ENSG00000280905,ENST00000630716
124040	gene	1571	CYP2E1	ENSG00000130649,ENST00000463117
124050	gene	1610	DAO	ENSG00000110887,ENST00000228476
124060	gene/phenotype	1544	CYP1A2	ENSG00000140505,ENST00000343932
124070	gene	1572	CYP2F1	ENSG00000197446,ENST00000331105
124075	gene	1580	CYP4B1	ENSG00000142973,ENST00000271153
124080	gene	1585	CYP11B2	ENSG00000179142,ENST00000323110
124089	gene	1340	COX6B1	ENSG00000126267,ENST00000392201
124090	gene	1345	COX6C	ENSG00000164919,ENST00000520468
124092	gene	3586	IL10	ENSG00000136634,ENST00000423557
124095	gene	1445	CSK	ENSG00000103653,ENST00000220003
124097	gene	1628	DBP	ENSG00000105516,ENST00000222122
124100	predominantly phenotypes			
124200	phenotype			
124300	phenotype			
124400	predominantly phenotypes			
124450	gene	8528	DDO	ENSG00000203797,ENST00000368924
124480	phenotype			
124490	predominantly phenotypes			
124500	phenotype			
124580	moved/removed			
124700	phenotype			
124800	moved/removed			
124900	phenotype			
124910	moved/removed			
124950	predominantly phenotypes			
125000	predominantly phenotypes			
125050	predominantly phenotypes			
125100	moved/removed			
125220	gene	1667	DEFA1	ENSG00000206047,ENST00000382692
125230	predominantly phenotypes			
125240	gene	1604	CD55	ENSG00000196352,ENST00000367064
125250	phenotype			
125255	gene	1634	DCN	ENSG00000011465,ENST00000052754
125260	phenotype	7420	VDI	
125263	gene	6822	SULT2A1	ENSG00000105398,ENST00000222002
125264	gene	7913	DEK	ENSG00000124795,ENST00000397239
125265	gene	7905	REEP5	ENSG00000129625,ENST00000379638
125270	gene	210	ALAD	ENSG00000148218,ENST00000409155
125280	predominantly phenotypes			
125290	gene	211	ALAS1	ENSG00000023330,ENST00000394965
125300	predominantly phenotypes			
125305	gene	2039	DMTN	ENSG00000158856,ENST00000265800
125310	phenotype			
125320	predominantly phenotypes			
125350	phenotype			
125370	phenotype			
125400	phenotype			
125420	phenotype			
125440	phenotype			
125450	gene	1633	DCK	ENSG00000156136,ENST00000286648
125460	predominantly phenotypes			
125480	phenotype	4095	MAFD1	
125485	gene	1834	DSPP	ENSG00000152591,ENST00000282478
125490	phenotype			
125500	phenotype			
125505	gene	1773	DNASE1	ENSG00000213918,ENST00000246949
125510	moved/removed			
125520	phenotype	387569		
125530	predominantly phenotypes			
125540	phenotype			
125550	phenotype			
125570	predominantly phenotypes			
125580	predominantly phenotypes			
125590	phenotype			
125595	phenotype			
125597	gene	1805	DPT	ENSG00000143196,ENST00000367817
125600	predominantly phenotypes			
125630	phenotype			
125635	predominantly phenotypes			
125640	phenotype			
125643	gene	1823	DSC1	ENSG00000134765,ENST00000257197
